id,description,name
64a07f0a9b9e9ab4597a7efb,"L'AAESFF soutient la profession Fonderie-Forge.
L'association permet d'aider les industriels de trouver les profils souhaités via le service Job-Placement (service emploi)
L'AAESFF communique avec son blog Fonderie PIWI (https://fonderie-piwi.fr)
L'AAESFF permet d'enrichir son réseau via des rencontres.",Association des Anciens Élèves de l’École Supérieure de Fonderie et de Forge
649ee3a600fcfd5f0b8520e5,"Le GRAIN (Groupe de Recherche et d’Action sur l’Inclusion
Numérique) est un collectif d’acteurs du département vendéen 
investis dans les champs de l’inclusion numérique créé en
2018.
Il rassemble des acteurs publics et privés qui collaborent en vue
de faciliter la coordination et la structuration de l’offre de
médiation numérique dans les territoires : services de l’État,
opérateurs publics, collectivités locales, centres communaux
d’action sociale, centres sociaux, associations et opérateurs
privés. Ces acteurs interviennent à différents niveaux comme
financeurs, animateurs, coordinateurs, experts.",Groupe de Recherche et d'Action sur l'Inclusion Numérique
649eb2b817b1c4ca23f2764c,"Association à but non lucrative. 

Nous faisons la promotion de l'art et de la culture urbaine. ",Les krapuscules 
649db0010b21155fe2a59ca6,EIZMENDI TRAITEUR EVENEMENTS,EIZMENDI RESTAURATION
649dabe01b45822370e8783f,"Fondé à Poitiers en 1993, le Groupe Pierreval a développé son activité et son expertise dans tous les domaines de l’immobilier : de la construction de logements neufs à la gestion pour compte de tiers, en passant par la vente de terrains à bâtir, la transaction, la location et le syndic.",PIERREVAL INGENIERIE
649d6b8c2a36874bb9f584e0,"La société MATIERE, entreprise intégrée, spécialisée dans les travaux publics et de génie civil compte environ 500 salariés et réalise 60% de son chiffre d’affaire à l’international. 
Son siège social est situé à Paris, mais son siège administratif et financier est resté à Arpajon-sur-Cère (15)
La société dispose de 5 agences (Lyon, Nîmes, Arpajon-sur-Cère, Clermont-Ferrand et Paris) et de 7 entités de production : 
•	6 sites de production d’ouvrages d’art métalliques : Usine de Charmes (88), Usine de Bagnac-sur-Célé (46), Usine de Souleyrie à Arpajon-sur-Cère (15), Le Creusot (71) en France et le site de MBB à Ocquier en Belgique 
•	2 sites de production d’ouvrages d’art béton : Usine de Souleyrie à Arpajon-sur-Cère (15), Usine de Brive (19), dédiées aux ouvrages d’art en béton armé préfabriqués
Et de 4 entités chantier : 
•	1 entité de pose de canalisation et de terrassement, basées à Arpajon-sur-Cère (15)
•	2 entités de pose d’ouvrages d’art (entités béton et métal), basées à Arpajon-sur-Cère (15)
•	1 activité Travaux Spéciaux (SIRCO à Illkirch (67))

Les activités de la société se répartissent de la façon suivante : 
•	Activités de terrassement (1 %). 
•	Ouvrages d’art béton (13%). 
•	Ouvrages d’art métalliques (80 %)
•	Ouvrages spéciaux (6%)
",MATIERE SAS
649d37ce6cadf630296d2534,Mairie de la commune de MAISSE (sud-essonne),Mairie de MAISSE
649c55b8114d77570b74c687,Installateur de borne de recharge pour V.E,La Borne électrique
649c383cb05281ec060b66d5,Le fournisseur de service de recharge ,EV MAP
649c0eea299257a132511abe,"Nos ambitions sont de devenir une entreprise reconnue dans le monde du numérique, rendre cet outil d'apparence compliqué, simple et accessible à tous. Devenir plus grand, tout en gardant nos valeurs. ",AgamiCloud
649c0a6a5f960486862f43bc,Fournisseur d'équipements en Energies Renouvelables sur la région toulousaine.,ENERGIES CONCEPT
649b60abf27ec9b302ae5fbd,"Notre mission : un monde dont l’humanité a besoin
Avec Humanslink, nous  travaillons à créer d'ici 2040, la civilisation la plus épanouissante que l'espèce humaine n'ai jamais connue — à travers la transformation : du travail, des consciences, des communautés et des organisations.",Humans Link SAS
6499aea63e483bc353e7777b,"L'adoption des lois de décentralisation de 1982 et 1983 a fait du Département une institution décisionnaire et exécutive. Ses compétences s'exercent dans des secteurs aussi divers que l'action sociale, les transports, l'enseignement, l'économie, l'environnement, les routes, la culture... De fait, il n'y a pas de domaines concernant la vie quotidienne des habitants des Bouches-du-Rhône qui ne relèvent directement ou en partie de l'action du Département. Le programme Open Data du Département des Bouches-du-Rhône participe au développement économique du territoire en favorisant l'innovation grâce à circulation des informations et des savoirs, et en contribuant aux développements de nouveaux services et de nouveaux usages à destinations des citoyens et de l'écosystème environnant.",Conseil départemental des Bouches-du-Rhône
6499a7ba2be28dc3ae83f61d,Opérateur de réseau de recharge public ou privé,Citeos Ingénierie IdF & Est (Cogelum IdF)
6499936794a763f8050c3cff,Regroupement de professionnels de santé à Clarensac,SISA OUEST NÎMES METROPOLE
64997c2c999f086079c0c81a,[Mon Match](https://www.mon-match.com/) est un site qui référence les matchs de football des compétitions nationales et internationales et qui liste les différentes équipes et lieux sportifs associés.,Mon Match
64993f92e531338c56cb6132,Collectivité territoriale,Mairie de Besse sur Issole
6499342e87a177dc22c0bf24,Magasin de pièces détachées et de fournitures pour automobiles,PROXITECH
649932ad6f79e88a4b2f1502,"En tant que collectivité ou organisateur d'évènements, vous devez pouvoir compter de façon fiable la fréquentation du public.

✔ Vous voulez pérenniser un évènement ?
✔ Vos partenaires souhaitent compter les visiteurs ?
✔ Vous devez prouver l'attractivité de votre fête ou salon ?

La plupart des solutions de comptage professionnelles coûtent plus de 1000€ et ne sont pas adaptées au comptage ponctuel.

A travers Kiomda, nous avons toujours pensé qu'il était essentiel qu'une solution :

✔ soit facile à installer. Déballer la solution de sa boîte et la placer n'importe où sans se soucier des arrivées électriques et internet
✔ ait un coût abordable pour les collectivités et organisateurs d'évènements, sans avoir à investir dans un matériel coûteux à l'achat et à l'entretien
✔ puisse fournir un rapport synthétique et détaillé facilement exploitable par la suite",KIOMDA
64958a51766d0e5d63ba1251,Syndicat mixte ,SIEL-Territoire d'Energie Loire
64945101f0d043b7a8bcb32b,Solutions de bornes de recharges privés ou ouverts au public ,WE SUN 
64930e701153d752d75a76f9,Acteur reconnu depuis un siècle sur le marché du Conseil et de l’Ingénierie dans le domaine de l’environnement,Groupe MERLIN
64915a779ca05dec503a002e,"Le SDEG 16 est un outil de coopération intercommunale, dédié à l’électrification, qui contribue au développement économique de la Charente, à l’amélioration de la qualité de vie de nos concitoyens. Aujourd’hui, le SDEG 16 est un syndicat d’investissement, c’est le troisième investisseur public du Département. Son budget est de 40 millions d’euros dont 35 millions d’euros de travaux sur les Communes.",Syndicat Départemental d'Electricité et de Gaz de la Charente
649159d0a3c57e91e4c6b334,"Le SDEG 16 est un syndicat d’investissement, c’est le troisième investisseur public du Département. Son budget est de 40 millions d’euros dont 35 millions d’euros de travaux sur les Communes.  Le SDEG 16 est un outil de coopération intercommunale, dédié à l’électrification, qui contribue au développement économique de la Charente, à l’amélioration de la qualité de vie de nos concitoyens",Syndicat Départemental d'Electricité et de Gaz de la Charente
64904f859d6fd8ea62c6f9de,"L'Association Première Synergétique - PSA Global est une Alliance
initiatives publiques pour l'intégration et l'adaptation des migrants.
La politique migratoire de l'Union européenne à l'égard des immigrés prévoit pour tous
les principaux aspects du processus d'intégration dans le cadre de la Convention de Genève, qui
exprimées dans des procédures et règles administratives approuvées. Principal
la priorité dans l'exercice de ces fonctions est la protection des droits des citoyens qui
dans une position vulnérable en transition. Associations et organisations autorisées de
au nom des autorités de l'État, participent à la mise en œuvre de la politique migratoire.",Première Synergétique Association
648c170bd408190bc4d4e856,"Le TE 83 - SYMIELECVAR est l’interlocuteur privilégié des communes pour toutes questions touchant au domaine de l’énergie électrique et l’autorité de contrôle de la mission de service public assuré par le concessionnaire ENEDIS.

Il contribue également à l’amélioration de la qualité de vie des citoyens, en assurant des programmations annuelles importantes de travaux de dissimulation des lignes électriques aériennes.",TE 83 - Syndicat Mixte d'Energie des Communes du Var
648b1688a3a3285579d56e7a,"Fourniture, installation et maintenant en mobilité électrique et énergie solaire.",Parera Services
648acd31dbaec26644bc75d1,"Caudry est située dans la région Hauts-de-France, dans le sud du département du Nord.La commune est située approximativement au centre du Cambrésis. Elle est peuplée de 14 028 habitants au dernier recensement 2020. ",Mairie de Caudry
648ac52b78e7b0834b621e91,"L'Unité Expérimentale de Pech Rouge est la seule structure d’expérimentation et de transfert INRA à vocation recherche intégrée viticulture-œnologie. Cette plateforme permet une approche transversale, de la parcelle de vigne au produit conditionné. L’expérimentation vitivinicole concerne la validation, le référencement en lien avec la profession, et le pré-développement des résultats de recherche. En amont les acquisitions de connaissances font l’objet de travaux avec diverses équipes de recherche.

Il s’agit de concevoir et d’organiser des recherches concernant la filière viticulture œnologie, tout en assurant le transfert et la valorisation des actions les plus innovantes.

Dans l’organisation INRA, l’UEPR est rattachée administrativement au Centre de Montpellier (www.montpellier.inra.fr) et scientifiquement au département Caractérisation et Elaboration des Produits Issus de l’Agriculture (CEPIA www.inra.fr/cepia).

L'UEPR accueille sur son site une antenne de l'Institut Français de la Vigne et du Vin (IFV www.vignevin.com) notamment dans le cadre de l'UMT Qualinnov2.","UE Pech Rouge, INRAE, Domaine de Pech Rouge, Gruissan, France"
648aab45548ff480a1815914,DiaLog est un service numérique créé et opéré par la Direction Générale des Infrastructures de Transport et des Mobilités. Il offre aux collectivités la possibilité de numériser leurs arrêtés de circulation et de stationnement afin de constituer une base de données nationale de ces informations. Les données sont ensuite exposées afin d'être rendues accessibles à des tiers réutilisateurs.,DiaLog
648991baa0f43b4307a11141,"![logo myCertif](https://www.mycertif.fr/themes/custom/frontend/logo.svg ""myCertif by Digiforma"")

myCertif est un logiciel de gestion de la certification professionnelle (RNCP / RS). Il permet d'automatiser de grandes tâches administratives liées à la gestion des certifications et de répondre aux éléments réglementaires attendus par France Compétences et la Caisse des Dépôts et Consignations.

Le logiciel permet de gérer entre autres :
- les référentiels de certifications
- la gestion des partenaires OF externes
- tous les intervenants du parcours de certifications
- la gestion des candidatures
- la gestion des parcours de certifications
- les jurys d'évaluations et de certifications
- l'édition des parchemins / diplômes
- l'accrochage certificateurs
- le suivi / enquête de l'insertion professionnelle (dans le cadre du RNCP) attendu à 6 mois par France Compétence et pour les redépôts (valeur d'usage)",Rich-ID
64888bf64accd9b7d631e192,"Citeos à Boulogne-sur-Mer
5 rue Louis Lumière
62280 – Saint Martin Boulogne",Citeos Boulogne-sur-Mer
6488806347b7e008291d8674,"La communauté de communes est située dans le département du Puy-de-Dôme (63), à mi-chemin entre Clermont-Ferrand et Thiers.
Son appellation est liée à sa situation géographique constituée par un triangle entre la Dore à l'est et l'Allier à l'ouest.
En ce qui concerne le relief, elle s'étend entre la plaine de la Limagne à l'ouest et les contreforts des monts du Forez à l'est.

La communauté de communes compte environ 20 000 habitants et elle se compose des 14 communes suivantes : Lezoux (siège), Bort-l'Étang, Bulhon, Crevant-Laveine, Culhat, Joze, Lempty, Moissat, Orléat, Peschadoires, Ravel, Saint-Jean-d'Heurs, Seychalles, Vinzelles.",Communauté de Communes Entre Dore et Allier
6488190dfeebff0f9f1859d8,Compte Mobilités de Valence Romans ,Valence Romans Mobilités
64875605d4c5c10b5276420f,"Recharger mon auto vous accompagne de A à Z dans vos projets d’installation de bornes de recharge. De l’élaboration d’infrastructure de recharge, à l’installation, en passant par le déploiement de service à la borne et l’obtention des aides financières nous sommes votre coéquipier dans chaque étape de votre projet.",Recharger Mon Auto
648727dd3ca40f9daac43842,Borne de recharge,ETS LEVEZIER et Fils
648726b1bd6c9aa02d5322cd,Borne de recharge,Freshmile
648723b18c1a95ec34b7cd85,Centre Exploitation Ostréicole de l'EPLEFPA de Bourcefranc-Le-Chapus,Exploitation Ostréicole de l'EPLEFPA de Bourcefranc-Le-Chapus
6486d3ac4305c6a0fec1df7c,"Medical Lien Management is a leading [lien solution](https://medicallienmgt.com/) company dedicated to assisting healthcare providers and patients with managing and optimizing medical liens. With our expertise and comprehensive services, we streamline the lien process, ensuring efficient communication and coordination between healthcare providers, attorneys, and payers. Our experienced team understands the complexities of medical liens and works tirelessly to maximize lien recoveries while minimizing administrative burdens for all parties involved. We offer tailored solutions that encompass lien negotiation, documentation management, lien tracking, and timely lien resolution. Committed to delivering exceptional service and results, Medical Lien Management is your trusted partner for efficient and effective lien management solutions.",Medical Lien Management
6486d30287b4ce3dedf12413,"Greensense Billing is a reputable [medical billing company](https://greensensebilling.com/) dedicated to providing efficient and accurate billing solutions for healthcare professionals and facilities. With a team of highly skilled and experienced professionals, Greensense Billing ensures that the complex and intricate process of medical billing is streamlined and optimized. Their comprehensive services cover everything from claim submission and follow-up to payment posting and revenue cycle management. Through their commitment to excellence and attention to detail, Greensense Billing helps healthcare providers maximize their revenue while minimizing administrative burdens. Trustworthy, reliable, and committed to client satisfaction, Greensense Billing is the go-to partner for medical billing needs.",GreenSense Billing
